,name,qid,measure,value
0,TerrierRetr(BM25),1,R@10,0.004709576138147566
1,TerrierRetr(BM25),1,R@100,0.054945054945054944
2,TerrierRetr(BM25),1,RR@10,0.2
27,TerrierRetr(BM25),10,R@10,0.008421052631578947
28,TerrierRetr(BM25),10,R@100,0.09473684210526316
29,TerrierRetr(BM25),10,RR@10,0.3333333333333333
30,TerrierRetr(BM25),11,R@10,0.0
31,TerrierRetr(BM25),11,R@100,0.0
32,TerrierRetr(BM25),11,RR@10,0.0
33,TerrierRetr(BM25),12,R@10,0.0
34,TerrierRetr(BM25),12,R@100,0.00487012987012987
35,TerrierRetr(BM25),12,RR@10,0.0
36,TerrierRetr(BM25),13,R@10,0.0034602076124567475
37,TerrierRetr(BM25),13,R@100,0.01845444059976932
38,TerrierRetr(BM25),13,RR@10,1.0
39,TerrierRetr(BM25),14,R@10,0.0
40,TerrierRetr(BM25),14,R@100,0.00784313725490196
41,TerrierRetr(BM25),14,RR@10,0.0
42,TerrierRetr(BM25),15,R@10,0.0
43,TerrierRetr(BM25),15,R@100,0.0070921985815602835
44,TerrierRetr(BM25),15,RR@10,0.0
45,TerrierRetr(BM25),16,R@10,0.020671834625323
46,TerrierRetr(BM25),16,R@100,0.11627906976744186
47,TerrierRetr(BM25),16,RR@10,1.0
48,TerrierRetr(BM25),17,R@10,0.011976047904191617
49,TerrierRetr(BM25),17,R@100,0.08233532934131736
50,TerrierRetr(BM25),17,RR@10,1.0
51,TerrierRetr(BM25),18,R@10,0.011146496815286623
52,TerrierRetr(BM25),18,R@100,0.07802547770700637
53,TerrierRetr(BM25),18,RR@10,1.0
54,TerrierRetr(BM25),19,R@10,0.05405405405405406
55,TerrierRetr(BM25),19,R@100,0.26126126126126126
56,TerrierRetr(BM25),19,RR@10,1.0
3,TerrierRetr(BM25),2,R@10,0.0
4,TerrierRetr(BM25),2,R@100,0.10509554140127389
5,TerrierRetr(BM25),2,RR@10,0.0
57,TerrierRetr(BM25),20,R@10,0.008547008547008548
58,TerrierRetr(BM25),20,R@100,0.06552706552706553
59,TerrierRetr(BM25),20,RR@10,1.0
60,TerrierRetr(BM25),21,R@10,0.004761904761904762
61,TerrierRetr(BM25),21,R@100,0.006349206349206349
62,TerrierRetr(BM25),21,RR@10,1.0
63,TerrierRetr(BM25),22,R@10,0.005494505494505495
64,TerrierRetr(BM25),22,R@100,0.08058608058608059
65,TerrierRetr(BM25),22,RR@10,1.0
66,TerrierRetr(BM25),23,R@10,0.0
67,TerrierRetr(BM25),23,R@100,0.0431266846361186
68,TerrierRetr(BM25),23,RR@10,0.0
69,TerrierRetr(BM25),24,R@10,0.0
70,TerrierRetr(BM25),24,R@100,0.0
71,TerrierRetr(BM25),24,RR@10,0.0
72,TerrierRetr(BM25),25,R@10,0.0
73,TerrierRetr(BM25),25,R@100,0.003780718336483932
74,TerrierRetr(BM25),25,RR@10,0.0
75,TerrierRetr(BM25),26,R@10,0.0
76,TerrierRetr(BM25),26,R@100,0.006426735218508998
77,TerrierRetr(BM25),26,RR@10,0.0
78,TerrierRetr(BM25),27,R@10,0.0035335689045936395
79,TerrierRetr(BM25),27,R@100,0.02591283863368669
80,TerrierRetr(BM25),27,RR@10,1.0
81,TerrierRetr(BM25),28,R@10,0.007259528130671506
82,TerrierRetr(BM25),28,R@100,0.05263157894736842
83,TerrierRetr(BM25),28,RR@10,1.0
84,TerrierRetr(BM25),29,R@10,0.0033112582781456954
85,TerrierRetr(BM25),29,R@100,0.04470198675496689
86,TerrierRetr(BM25),29,RR@10,1.0
6,TerrierRetr(BM25),3,R@10,0.0031847133757961785
7,TerrierRetr(BM25),3,R@100,0.028662420382165606
8,TerrierRetr(BM25),3,RR@10,0.5
87,TerrierRetr(BM25),30,R@10,0.021621621621621623
88,TerrierRetr(BM25),30,R@100,0.16216216216216217
89,TerrierRetr(BM25),30,RR@10,1.0
90,TerrierRetr(BM25),31,R@10,0.0
91,TerrierRetr(BM25),31,R@100,0.014164305949008499
92,TerrierRetr(BM25),31,RR@10,0.0
93,TerrierRetr(BM25),32,R@10,0.004629629629629629
94,TerrierRetr(BM25),32,R@100,0.013888888888888888
95,TerrierRetr(BM25),32,RR@10,0.14285714285714285
96,TerrierRetr(BM25),33,R@10,0.010676156583629894
97,TerrierRetr(BM25),33,R@100,0.05693950177935943
98,TerrierRetr(BM25),33,RR@10,1.0
99,TerrierRetr(BM25),34,R@10,0.0
100,TerrierRetr(BM25),34,R@100,0.0
101,TerrierRetr(BM25),34,RR@10,0.0
102,TerrierRetr(BM25),35,R@10,0.0
103,TerrierRetr(BM25),35,R@100,0.0045871559633027525
104,TerrierRetr(BM25),35,RR@10,0.0
105,TerrierRetr(BM25),36,R@10,0.008183306055646482
106,TerrierRetr(BM25),36,R@100,0.07037643207855974
107,TerrierRetr(BM25),36,RR@10,0.3333333333333333
108,TerrierRetr(BM25),37,R@10,0.011111111111111112
109,TerrierRetr(BM25),37,R@100,0.13555555555555557
110,TerrierRetr(BM25),37,RR@10,1.0
111,TerrierRetr(BM25),38,R@10,0.001579778830963665
112,TerrierRetr(BM25),38,R@100,0.017377567140600316
113,TerrierRetr(BM25),38,RR@10,0.16666666666666666
114,TerrierRetr(BM25),39,R@10,0.011627906976744186
115,TerrierRetr(BM25),39,R@100,0.08488372093023255
116,TerrierRetr(BM25),39,RR@10,1.0
9,TerrierRetr(BM25),4,R@10,0.005671077504725898
10,TerrierRetr(BM25),4,R@100,0.017013232514177693
11,TerrierRetr(BM25),4,RR@10,1.0
117,TerrierRetr(BM25),40,R@10,0.008992805755395683
118,TerrierRetr(BM25),40,R@100,0.07733812949640288
119,TerrierRetr(BM25),40,RR@10,1.0
120,TerrierRetr(BM25),41,R@10,0.028938906752411574
121,TerrierRetr(BM25),41,R@100,0.17363344051446947
